provider_state,billing_class,negotiated_rate
TX,professional,517.18
TX,professional,92.52
TX,professional,207.25
TX,professional,632.36
TX,professional,884.38
TX,professional,92.52
TX,professional,207.25
TX,professional,632.36
TX,professional,884.38
TX,professional,207.25
TX,professional,632.36
TX,professional,884.38
TX,professional,169.5
TX,professional,517.18
TX,professional,92.52
TX,professional,207.25
TX,professional,632.36
TX,professional,884.38
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,274.5
TX,professional,639.23
TX,professional,893.98
TX,professional,2052.09
TX,professional,169.5
TX,professional,517.18
TX,professional,92.52
TX,professional,274.5
TX,professional,632.36
TX,professional,884.38
TX,professional,169.5
TX,professional,517.18
TX,professional,274.5
TX,professional,319.5
TX,professional,319.5
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,207.25
TX,professional,884.38
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,209.5
TX,professional,639.23
TX,professional,169.5
TX,professional,517.18
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,institutional,0.0
TX,professional,252.25
TX,professional,769.67
TX,professional,1062.06
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,92.52
TX,professional,632.36
TX,professional,207.25
TX,professional,632.36
TX,professional,1062.06
TX,professional,274.5
TX,professional,639.23
TX,professional,893.98
TX,professional,2052.09
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,institutional,0.0
TX,professional,207.25
TX,professional,632.36
TX,professional,1062.06
TX,professional,632.36
TX,professional,2638.85
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,institutional,0.0
TX,professional,371.63
TX,professional,1121.36
TX,professional,1133.9
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,207.25
TX,professional,632.36
TX,professional,884.38
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,0.0
TX,institutional,0.0
TX,institutional,2754.05
TX,institutional,23811.23
TX,professional,169.5
TX,professional,517.18
TX,professional,92.52
TX,professional,207.25
TX,professional,632.36
TX,professional,884.38
TX,professional,168.93
TX,professional,515.45
TX,professional,720.87
TX,professional,989.54
TX,professional,1654.73
TX,professional,0.0
TX,institutional,0.0
TX,institutional,3998.48
TX,institutional,34617.86
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,92.52
TX,professional,168.93
TX,professional,515.45
TX,professional,632.36
TX,professional,720.87
TX,professional,884.38
TX,professional,989.54
TX,professional,1654.73
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,207.25
TX,professional,632.36
TX,professional,884.38
TX,professional,207.25
TX,professional,632.36
TX,professional,884.38
TX,professional,2030.06
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,221.05
TX,professional,517.18
TX,professional,763.2
TX,professional,1133.44
TX,professional,1167.26
TX,professional,2394.15
TX,professional,169.5
TX,professional,517.18
TX,professional,92.52
TX,professional,207.25
TX,professional,632.36
TX,professional,884.38
TX,professional,169.5
TX,professional,517.18
TX,professional,274.5
TX,professional,838.51
TX,professional,1172.68
TX,professional,2691.84
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,207.25
TX,professional,169.5
TX,professional,517.18
TX,professional,371.63
TX,professional,1133.9
TX,professional,1585.8
TX,professional,3640.14
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,632.36
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,207.25
TX,professional,632.36
TX,professional,884.38
TX,professional,2030.06
TX,professional,169.5
TX,professional,517.18
AR,professional,211.37
AR,professional,585.71
AR,professional,795.06
AR,professional,1078.0
AR,professional,1444.96
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,214.41
TX,professional,654.22
TX,professional,914.94
TX,professional,169.5
TX,professional,517.18
TX,professional,207.25
TX,professional,632.36
TX,professional,1062.06
TX,professional,169.5
TX,professional,517.18
TX,professional,122.68
TX,professional,169.5
TX,professional,274.81
TX,professional,517.18
TX,professional,838.51
TX,professional,1172.68
TX,professional,632.36
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,institutional,0.0
TX,professional,207.25
TX,professional,632.36
TX,professional,1062.06
TX,professional,0.0
TX,institutional,0.0
TX,professional,0.0
TX,professional,517.18
TX,institutional,650.0
TX,institutional,675.0
TX,institutional,675.0
TX,institutional,3015.06
TX,institutional,4001.15
TX,institutional,4381.24
TX,institutional,6245.96
TX,institutional,30489.78
TX,professional,169.5
TX,professional,517.18
TX,professional,92.52
TX,professional,207.25
TX,professional,632.36
TX,professional,884.38
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.17
TX,professional,519.42
TX,professional,720.53
TX,professional,923.0
TX,professional,1477.87
TX,professional,169.5
TX,professional,517.18
TX,professional,217.87
TX,professional,664.75
TX,professional,929.68
CA,professional,166.32
CA,professional,514.62
CA,professional,725.76
CA,professional,1074.06
CA,professional,1722.19
TX,professional,169.5
TX,professional,517.18
TX,professional,1833.8
TX,professional,274.5
TX,professional,319.5
FL,professional,352.83
FL,professional,1082.31
FL,professional,1502.06
FL,professional,1658.41
FL,professional,3004.34
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
VA,professional,234.51
VA,professional,727.28
VA,professional,988.37
VA,professional,1607.96
VA,professional,1608.58
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,122.68
TX,professional,274.81
TX,professional,838.51
TX,professional,1172.68
TX,professional,209.5
TX,professional,639.23
TX,professional,893.98
TX,professional,2052.09
TX,professional,169.5
TX,professional,517.18
CA,professional,224.3
CA,professional,663.27
CA,professional,936.21
CA,professional,1216.37
CA,professional,1469.93
CA,professional,292.68
CA,professional,878.51
CA,professional,1225.79
CA,professional,2685.23
CA,professional,4054.02
CA,professional,204.05
CA,professional,603.35
CA,professional,850.61
CA,professional,1216.37
CA,professional,1335.54
CA,professional,277.25
CA,professional,864.13
CA,professional,1159.04
CA,professional,1186.86
CA,professional,1829.28
TX,professional,169.5
TX,professional,517.18
CA,professional,292.68
CA,professional,878.51
CA,professional,1225.79
CA,professional,2685.23
CA,professional,4054.02
CA,professional,277.25
CA,professional,864.13
CA,professional,1159.04
CA,professional,1186.86
CA,professional,1829.28
CA,professional,357.55
CA,professional,1084.9
CA,professional,1508.74
CA,professional,2113.53
CA,professional,3383.82
CA,professional,176.12
CA,professional,611.8
CA,professional,761.32
CA,professional,1144.64
CA,professional,1995.03
CA,professional,291.52
CA,professional,876.34
CA,professional,1221.17
CA,professional,2099.8
CA,professional,3499.97
WA,professional,603.44
WA,professional,2092.7
WA,professional,2755.5
WA,professional,4670.84
WA,professional,5489.3
CA,professional,277.25
CA,professional,864.13
CA,professional,1159.04
CA,professional,1186.86
CA,professional,1829.28
CA,professional,204.05
CA,professional,603.35
CA,professional,850.61
CA,professional,1216.37
CA,professional,1335.54
CA,professional,197.14
CA,professional,671.72
CA,professional,944.06
CA,professional,1143.25
CA,professional,1256.63
CA,institutional,111748.0
CA,professional,204.05
CA,professional,603.35
CA,professional,850.61
CA,professional,1216.37
CA,professional,1335.54
CA,professional,292.68
CA,professional,878.51
CA,professional,1225.79
CA,professional,2685.23
CA,professional,4054.02
CA,professional,277.25
CA,professional,864.13
CA,professional,1159.04
CA,professional,1186.86
CA,professional,1829.28
CA,professional,277.25
CA,professional,864.13
CA,professional,1159.04
CA,professional,1186.86
CA,professional,1829.28
TX,professional,169.5
TX,professional,517.18
CA,professional,224.3
CA,professional,663.27
CA,professional,936.21
CA,professional,1216.37
CA,professional,1469.93
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
CA,professional,813.0
TX,professional,274.81
TX,professional,838.51
TX,professional,1172.68
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,274.81
TX,professional,838.51
TX,professional,1172.68
TX,professional,2691.84
TX,professional,169.5
TX,professional,517.18
TX,professional,168.93
TX,professional,169.5
TX,professional,515.45
TX,professional,517.18
TX,professional,720.87
TX,professional,989.54
TX,professional,1654.73
TX,professional,169.5
TX,professional,517.18
TX,institutional,80.0
TX,institutional,80.0
TX,institutional,80.0
TX,institutional,80.0
TX,institutional,80.0
TX,institutional,80.0
TX,institutional,80.0
TX,institutional,80.0
TX,institutional,80.0
TX,institutional,11000.0
TX,institutional,14771.0
TX,institutional,33684.46
TX,institutional,34171.08
TX,institutional,53763.29
TX,institutional,135272.54
TX,institutional,184792.03
TX,professional,169.5
TX,professional,517.18
MO,professional,223.18
MO,professional,714.89
MO,professional,1382.47
MO,professional,1717.77
MO,professional,1961.46
TX,professional,169.5
TX,professional,517.18
TX,institutional,50.0
TX,institutional,50.0
TX,professional,274.5
TX,professional,553.72
TX,professional,774.39
TX,professional,1777.58
TX,professional,712.73
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
UT,professional,337.41
UT,professional,1035.97
UT,professional,1437.09
UT,professional,1538.33
UT,professional,2947.58
FL,professional,311.6
FL,professional,933.83
FL,professional,966.51
FL,professional,1337.86
FL,professional,2522.71
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,360.38
TX,professional,1099.58
TX,professional,274.81
CA,professional,292.68
CA,professional,878.51
CA,professional,1225.79
CA,professional,2685.23
CA,professional,4054.02
TX,professional,169.5
TX,professional,517.18
NY,professional,204.07
NY,professional,718.68
NY,professional,1219.87
NY,professional,2192.25
NY,professional,2388.83
MI,professional,138.46
MI,professional,620.4
MI,professional,966.8
MI,professional,1176.2
MI,professional,1327.88
MI,professional,1470.25
TX,professional,169.5
TX,professional,517.18
IL,professional,263.32
IL,professional,825.51
IL,professional,1166.7
IL,professional,1479.61
IL,professional,1546.65
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
GA,professional,396.58
GA,professional,1217.48
GA,professional,1688.93
GA,professional,1879.12
GA,professional,3461.34
NY,professional,231.94
NY,professional,699.3
NY,professional,978.12
NY,professional,1249.31
NY,professional,2290.89
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
LA,institutional,2272.57
LA,institutional,2893.0
LA,institutional,2893.0
LA,institutional,2893.0
LA,institutional,2893.0
LA,institutional,2893.0
LA,institutional,2893.0
LA,institutional,5299.42
LA,institutional,6630.21
LA,institutional,43041.21
TX,professional,169.5
TX,professional,517.18
IL,professional,274.73
IL,professional,776.29
IL,professional,1035.5
IL,professional,1479.27
IL,professional,1701.98
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
MI,professional,298.38
MI,professional,1101.71
MI,professional,1465.86
MI,professional,1483.02
MI,professional,2039.67
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
FL,professional,293.38
FL,professional,909.99
FL,professional,933.83
FL,professional,1259.61
FL,professional,2375.16
TX,professional,169.5
TX,professional,517.18
AR,institutional,1857.0
AR,institutional,1857.0
AR,institutional,1857.0
AR,institutional,1857.0
AR,institutional,1857.0
AR,institutional,1857.0
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
FL,professional,377.43
FL,professional,933.83
FL,professional,1170.71
FL,professional,1620.51
FL,professional,3055.67
TX,professional,169.5
TX,professional,517.18
CA,professional,188.7
CA,professional,655.5
CA,professional,815.7
CA,professional,1226.41
CA,professional,1995.03
HI,professional,220.1
HI,professional,684.23
HI,professional,939.32
HI,professional,1418.71
HI,professional,1628.29
TX,professional,169.5
TX,professional,517.18
TX,professional,169.17
TX,professional,169.5
TX,professional,517.18
TX,professional,519.42
TX,professional,720.53
TX,professional,923.0
TX,professional,1477.87
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,274.5
TX,professional,319.5
TX,professional,517.18
CO,professional,381.2
CO,professional,1170.43
CO,professional,1623.6
CO,professional,2079.82
CO,professional,3330.13
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
OK,professional,231.18
OK,professional,798.74
OK,professional,995.88
OK,professional,1399.74
OK,professional,2010.18
TX,professional,169.5
TX,professional,517.18
KY,professional,311.04
KY,professional,899.07
KY,professional,1325.22
KY,professional,1480.3
KY,professional,1919.25
KS,professional,352.83
KS,professional,1082.31
KS,professional,1502.06
KS,professional,1658.41
KS,professional,3004.34
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
MI,professional,272.95
MI,professional,1045.79
MI,professional,1462.19
MI,professional,1614.27
MI,professional,2068.4
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
NC,professional,259.8
NC,professional,851.3
NC,professional,1421.31
NC,professional,1876.31
NC,professional,2051.19
TX,professional,169.5
TX,professional,517.18
CT,professional,386.3
CT,professional,1545.47
CT,professional,2931.47
CT,professional,3124.16
CT,professional,8513.97
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
PA,professional,184.95
PA,professional,674.81
PA,professional,1061.02
PA,professional,1171.04
PA,professional,2313.03
HI,professional,244.55
HI,professional,760.25
HI,professional,1043.69
HI,professional,1576.34
HI,professional,1809.21
TX,professional,169.5
TX,professional,517.18
TX,professional,767.95
TX,professional,169.5
TX,professional,517.18
MA,professional,204.48
MA,professional,306.15
MA,professional,686.83
MA,professional,811.32
MA,professional,934.32
MA,professional,954.5
MA,professional,1112.88
MA,professional,1379.48
MA,professional,1663.92
MA,professional,1821.13
MA,professional,1912.46
MA,professional,2249.95
CA,professional,188.7
CA,professional,655.5
CA,professional,815.7
CA,professional,1226.41
CA,professional,1995.03
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,439.2
TX,professional,596.4
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
CA,professional,197.14
CA,professional,671.72
CA,professional,944.06
CA,professional,1143.25
CA,professional,1256.63
MI,professional,138.46
MI,professional,620.4
MI,professional,829.93
MI,professional,966.8
MI,professional,1176.2
MI,professional,1470.25
TX,professional,169.5
TX,professional,517.18
TX,institutional,400.0
TX,institutional,400.0
TX,institutional,400.0
TX,professional,169.5
TX,professional,517.18
,professional,138.46
,professional,164.36
,professional,620.4
,professional,829.93
,professional,1470.25
AL,professional,218.35
AL,professional,943.49
AL,professional,966.85
AL,professional,1428.79
AL,professional,1540.39
TX,institutional,80.0
TX,institutional,80.0
TX,institutional,80.0
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
MD,professional,424.78
MD,professional,1314.5
MD,professional,1819.35
MD,professional,2387.73
MD,professional,3769.78
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,institutional,10.0
TX,professional,0.0
MN,professional,404.64
MN,professional,1219.51
MN,professional,1706.46
WI,professional,1754.3
MN,professional,2578.84
MN,professional,2695.17
AL,professional,218.35
AL,professional,943.49
AL,professional,966.85
AL,professional,1428.79
AL,professional,1540.39
LA,institutional,6558.0
PA,professional,316.86
PA,professional,965.66
PA,professional,1351.49
PA,professional,1413.49
PA,professional,3412.11
TX,professional,169.5
TX,professional,517.18
MT,professional,509.38
MT,professional,1563.99
MT,professional,2169.54
MT,professional,2779.16
MT,professional,4449.9
MT,professional,383.68
MT,professional,1182.16
MT,professional,1626.84
MT,professional,2165.46
MT,professional,2521.7
MO,professional,203.23
MO,professional,1123.02
MO,professional,1470.67
MO,professional,1763.46
MO,professional,2143.62
TX,professional,151.83
TX,professional,169.5
TX,professional,517.18
TX,professional,0.0
KY,professional,201.57
KY,professional,923.89
KY,professional,1629.91
KY,professional,1712.51
KY,professional,2410.24
TX,professional,198.5
TX,professional,614.19
TX,professional,866.18
TX,professional,1239.98
TX,professional,1281.87
LA,professional,169.5
LA,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
NY,professional,278.99
NY,professional,847.96
NY,professional,1122.88
NY,professional,1179.5
NY,professional,2441.18
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
MI,institutional,133.62
MI,institutional,473.27
MI,institutional,1564.1
MI,institutional,2438.88
MI,institutional,4363.06
MA,professional,244.55
MA,professional,760.25
MA,professional,1043.69
MA,professional,1576.34
MA,professional,1809.21
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,220.55
TX,professional,682.43
TX,professional,962.42
TX,professional,1377.75
TX,professional,1424.3
TX,professional,169.5
TX,professional,517.18
NY,professional,164.68
NY,professional,724.08
NY,professional,1326.04
NY,professional,1454.91
NY,professional,2596.74
TX,professional,782.06
MA,professional,294.38
MA,professional,917.79
MA,professional,1258.91
MA,professional,1560.5
MA,professional,2163.41
TX,professional,169.5
TX,professional,517.18
GA,professional,1118.46
GA,professional,1505.84
GA,professional,2153.12
GA,professional,3095.19
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
HI,professional,244.55
HI,professional,760.25
HI,professional,1043.69
HI,professional,1576.34
HI,professional,1809.21
TX,professional,169.5
TX,professional,517.18
TX,professional,220.55
TX,professional,682.43
TX,professional,962.42
TX,professional,1377.75
TX,professional,1424.3
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TN,professional,169.5
TN,professional,517.18
GA,institutional,4427.0
OR,professional,354.97
OR,professional,1084.04
OR,professional,1531.22
OR,professional,1564.56
OR,professional,2199.39
TX,institutional,0.0
TX,professional,0.0
TX,institutional,2754.05
TX,institutional,23811.23
TX,professional,169.5
TX,professional,517.18
GA,institutional,4427.0
GA,institutional,11825.0
GA,institutional,15051.0
GA,institutional,26335.84
GA,institutional,29686.57
GA,institutional,46321.51
GA,institutional,116003.66
GA,institutional,150002.82
TX,professional,274.81
TX,professional,342.36
TX,professional,838.51
TX,professional,1044.65
TX,professional,1172.68
TX,professional,1460.96
TX,professional,1649.24
TX,professional,3353.59
IL,professional,617.04
IL,professional,1335.47
IL,professional,1859.13
IL,professional,2592.27
IL,professional,5373.57
GA,institutional,4427.0
GA,institutional,11825.0
GA,institutional,26335.84
GA,institutional,29686.57
GA,institutional,46321.51
GA,institutional,116003.66
GA,institutional,150002.82
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
FL,professional,169.5
FL,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,253.63
TX,professional,784.79
TX,professional,1106.78
TX,professional,1584.41
TX,professional,1637.95
MI,professional,50.09
MI,professional,82.21
MI,professional,156.14
MI,professional,252.3
MI,professional,1176.2
MI,professional,1396.74
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TN,professional,205.31
TN,professional,619.13
TN,professional,866.88
TN,professional,1245.7
TN,professional,1305.09
MI,professional,272.95
MI,professional,1045.79
MI,professional,1462.19
MI,professional,1614.27
MI,professional,2068.4
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
WI,professional,1147.06
WI,professional,1243.8
WI,professional,3447.82
WI,professional,3549.41
WI,professional,7117.25
WI,professional,11073.03
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
OK,professional,181.13
OK,professional,551.06
OK,professional,771.55
OK,professional,1040.02
OK,professional,1089.57
TX,professional,296.76
TX,professional,517.18
TX,professional,1266.32
TX,professional,169.5
TX,professional,517.18
MO,professional,184.66
MO,professional,1020.92
MO,professional,1336.97
MO,professional,1603.43
MO,professional,1948.74
TX,professional,169.5
TX,professional,517.18
LA,professional,169.5
LA,professional,517.18
FL,professional,183.21
FL,professional,557.0
FL,professional,790.48
FL,professional,978.74
FL,professional,1061.99
TX,professional,169.5
TX,professional,517.18
CO,professional,262.5
CO,professional,805.98
CO,professional,1118.05
CO,professional,1432.21
CO,professional,2293.2
NE,professional,463.42
NE,professional,1389.44
NE,professional,1939.67
NE,professional,2528.41
NE,professional,4108.15
IL,professional,238.24
IL,professional,746.89
IL,professional,1055.58
IL,professional,1338.69
IL,professional,1399.35
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
MD,professional,203.24
MD,professional,628.54
MD,professional,869.65
MD,professional,1052.11
MD,professional,1916.26
AR,professional,462.09
AR,professional,1395.6
AR,professional,1879.0
AR,professional,2141.28
AR,professional,3710.31
IL,professional,238.24
IL,professional,746.89
IL,professional,1055.58
IL,professional,1338.69
IL,professional,1399.35
TX,professional,221.05
TX,professional,763.2
TX,professional,1133.44
TX,professional,1167.26
TX,professional,2394.15
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,198.5
TX,professional,517.18
TX,professional,614.19
TX,professional,866.18
TX,professional,1239.98
TX,professional,1281.87
TX,professional,169.5
TX,professional,517.18
TX,institutional,400.0
TX,institutional,400.0
TX,institutional,400.0
MI,institutional,1564.1
TX,professional,169.5
TX,professional,517.18
MO,professional,203.23
MO,professional,1123.02
MO,professional,1470.67
MO,professional,1763.46
MO,professional,2143.62
TX,professional,169.5
TX,professional,517.18
MD,professional,203.24
MD,professional,628.54
MD,professional,869.65
MD,professional,1052.11
MD,professional,1916.26
TX,professional,169.5
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,0.0
TX,institutional,0.0
TX,institutional,2692.85
TX,institutional,26009.19
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
CO,professional,301.85
CO,professional,922.0
CO,professional,1289.25
CO,professional,1872.59
CO,professional,1951.07
TX,professional,169.5
TX,professional,517.18
TX,institutional,0.0
TX,institutional,3998.48
TX,institutional,34617.86
SC,institutional,11083.0
SC,institutional,11090.0
SC,institutional,19040.98
SC,institutional,19042.07
SC,institutional,21463.58
SC,institutional,21464.81
SC,institutional,33490.75
SC,institutional,33492.66
SC,institutional,83871.4
SC,institutional,83876.18
SC,institutional,108453.0
SC,institutional,108459.19
FL,professional,182.94
FL,professional,562.46
FL,professional,786.75
FL,professional,1063.04
FL,professional,1108.74
TX,professional,169.5
TX,professional,517.18
MA,professional,394.57
MA,professional,2279.9
MA,professional,2596.19
MA,professional,2622.13
MA,professional,4881.59
TX,professional,169.5
TX,professional,517.18
IL,professional,237.72
IL,professional,747.65
IL,professional,1055.2
IL,professional,1363.97
IL,professional,1405.96
TX,professional,169.5
TX,professional,517.18
TX,professional,169.17
TX,professional,169.5
TX,professional,517.18
TX,professional,519.42
TX,professional,720.53
TX,professional,923.0
TX,professional,1477.87
CA,professional,166.32
CA,professional,514.62
CA,professional,725.76
CA,professional,1074.06
CA,professional,1722.19
TX,professional,169.5
TX,professional,517.18
KS,professional,223.18
KS,professional,714.89
KS,professional,1382.47
KS,professional,1717.77
KS,professional,1961.46
TX,professional,838.51
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
FL,professional,563.9
FL,professional,1731.4
FL,professional,2401.78
FL,professional,3076.65
FL,professional,4926.23
FL,professional,203.16
FL,professional,631.49
FL,professional,891.47
FL,professional,1060.14
FL,professional,1234.12
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,220.55
TX,professional,682.43
TX,professional,962.42
TX,professional,1377.75
TX,professional,1424.3
WA,professional,295.67
WA,professional,914.88
WA,professional,1290.24
WA,professional,1722.19
WA,professional,1909.45
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
AR,professional,332.01
AR,professional,1207.16
AR,professional,1890.41
AR,professional,1927.39
AR,professional,2693.56
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,366.0
TX,professional,426.0
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
CT,professional,394.57
CT,professional,2279.9
CT,professional,2596.19
CT,professional,2622.13
CT,professional,4881.59
TX,professional,169.5
TX,professional,517.18
TX,professional,168.93
TX,professional,169.5
TX,professional,515.45
TX,professional,517.18
TX,professional,720.87
TX,professional,989.54
TX,professional,1654.73
TX,professional,800.75
TX,professional,169.5
TX,professional,517.18
TX,institutional,400.0
TX,institutional,400.0
TX,institutional,400.0
TX,professional,169.5
TX,professional,517.18
MS,professional,235.17
MS,professional,971.26
MS,professional,987.61
MS,professional,1393.86
MS,professional,1520.1
OH,professional,204.29
OH,professional,630.68
OH,professional,890.64
OH,professional,1202.04
OH,professional,1247.09
TX,professional,169.5
TX,professional,517.18
NE,professional,255.05
NE,professional,910.35
NE,professional,1101.41
NE,professional,1448.63
NE,professional,2332.75
TX,professional,169.5
TX,professional,517.18
CT,institutional,11683.0
CT,institutional,32972.0
CT,institutional,43168.33
CT,institutional,85106.0
