provider_state,billing_class,negotiated_rate
TX,professional,1172.68
TX,professional,2691.84
TX,professional,169.5
TX,professional,517.18
TX,professional,360.38
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,274.81
TX,professional,838.51
TX,professional,1172.68
TX,professional,122.68
TX,professional,274.81
TX,professional,838.51
TX,professional,1172.68
TX,professional,169.5
TX,professional,517.18
TX,professional,90.0
TX,professional,90.0
TX,professional,90.0
TX,professional,90.0
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,274.81
TX,professional,838.51
TX,professional,1160.9
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,0.0
TX,professional,517.18
TX,professional,1065.25
TX,professional,1489.79
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,253.63
TX,professional,517.18
TX,professional,784.79
TX,professional,1106.78
TX,professional,1584.41
TX,professional,1637.95
TX,professional,169.5
TX,professional,517.18
TX,professional,0.0
TX,institutional,0.0
TX,professional,838.51
TX,professional,1160.9
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,274.5
TX,professional,1172.68
TX,professional,2691.84
TX,professional,274.81
TX,professional,838.51
TX,professional,1172.68
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
UT,professional,274.81
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,231.8
TX,professional,269.8
TX,professional,274.81
TX,professional,838.51
TX,professional,1172.68
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,274.81
TX,professional,838.51
TX,professional,122.68
TX,professional,274.81
TX,professional,838.51
TX,professional,1172.68
TX,professional,169.5
TX,professional,517.18
TX,professional,274.81
TX,professional,838.51
TX,professional,1172.68
TX,professional,231.8
TX,professional,269.8
TX,professional,169.5
TX,professional,517.18
TX,professional,296.76
TX,professional,905.46
TX,professional,1266.32
TX,professional,274.5
TX,professional,319.5
TX,professional,319.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,0.0
TX,professional,274.5
TX,professional,1058.39
TX,professional,1480.19
TX,professional,274.81
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,198.5
TX,professional,517.18
TX,professional,614.19
TX,professional,866.18
TX,professional,1239.98
TX,professional,1281.87
TX,professional,169.5
TX,professional,517.18
TX,professional,1172.68
TX,professional,169.5
TX,professional,517.18
TX,professional,117.15
TX,professional,262.44
TX,professional,800.75
TX,professional,1119.87
TX,professional,169.5
TX,professional,517.18
TX,professional,274.81
TX,professional,838.51
TX,professional,169.5
TX,professional,517.18
TX,professional,122.68
TX,professional,274.81
TX,professional,838.51
TX,professional,1172.68
TX,professional,274.81
TX,professional,3419.75
TX,professional,274.81
TX,professional,838.51
TX,professional,333.38
TX,professional,1017.19
TX,professional,1422.58
TX,professional,169.5
TX,professional,517.18
TX,professional,158.61
TX,professional,168.75
TX,professional,355.31
TX,professional,514.07
TX,professional,719.0
TX,professional,1067.03
TX,professional,1084.13
TX,professional,1516.19
TX,professional,1905.37
TX,professional,346.88
TX,professional,1058.39
TX,professional,1480.19
TX,professional,3419.75
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,institutional,85.0
TX,institutional,85.0
TX,institutional,85.0
TX,institutional,85.0
TX,institutional,85.0
TX,institutional,85.0
TX,institutional,85.0
TX,institutional,85.0
TX,professional,169.5
TX,professional,517.18
TX,professional,1119.87
TX,institutional,2500.0
TX,institutional,2500.0
TX,institutional,2500.0
TX,institutional,2500.0
TX,institutional,2500.0
TX,institutional,2500.0
TX,professional,0.0
TX,institutional,0.0
TX,institutional,70.0
TX,professional,274.5
TX,professional,319.5
TX,institutional,1913.12
TX,institutional,2291.02
TX,institutional,2900.23
TX,institutional,4165.18
TX,institutional,19369.58
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,253.63
TX,professional,784.79
TX,professional,1106.78
TX,professional,1584.41
TX,professional,1637.95
TX,professional,349.13
TX,professional,169.5
TX,professional,517.18
TX,professional,0.0
TX,professional,274.5
TX,professional,296.76
TX,professional,517.18
TX,professional,905.46
TX,professional,1266.32
TX,professional,169.5
TX,professional,517.18
TX,professional,274.81
TX,professional,838.51
TX,professional,1172.68
TX,professional,346.88
TX,professional,1058.39
TX,professional,274.81
TX,professional,838.51
TX,professional,1160.9
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
UT,professional,1099.58
UT,professional,2444.08
TX,professional,198.5
TX,professional,349.13
TX,professional,614.19
TX,professional,866.18
TX,professional,1239.98
TX,professional,1281.87
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,institutional,0.0
TX,professional,274.81
TX,professional,838.51
TX,professional,1160.9
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,305.0
TX,professional,355.0
TX,professional,355.0
TX,professional,296.76
TX,professional,905.46
TX,professional,1266.32
TX,professional,253.63
TX,professional,784.79
TX,professional,1106.78
TX,professional,1584.41
TX,professional,1637.95
TX,professional,169.5
TX,professional,517.18
TX,professional,262.44
TX,professional,800.75
TX,professional,1119.87
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,institutional,0.0
TX,professional,1058.39
TX,professional,1253.53
TX,professional,169.5
TX,professional,517.18
TX,professional,117.15
TX,professional,262.44
TX,professional,800.75
TX,professional,1119.87
TX,professional,274.81
TX,professional,838.51
TX,professional,1172.68
TX,professional,2691.84
TX,professional,169.5
TX,professional,517.18
TX,professional,231.8
TX,professional,269.8
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,517.18
TX,professional,180.45
TX,professional,554.05
TX,professional,768.57
TX,professional,984.53
TX,professional,1576.39
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,838.51
TX,professional,1172.68
TX,professional,2691.84
TX,professional,838.51
TX,professional,1833.8
TX,professional,169.5
TX,professional,517.18
TX,professional,346.88
TX,professional,1058.39
TX,professional,1480.19
TX,professional,169.5
TX,professional,517.18
TX,professional,274.81
TX,professional,838.51
TX,professional,1172.68
TX,professional,274.81
TX,professional,838.51
TX,professional,1172.68
TX,professional,274.81
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,253.63
TX,professional,784.79
TX,professional,1106.78
TX,professional,1584.41
TX,professional,1637.95
TX,professional,274.81
TX,professional,838.51
TX,professional,0.0
TX,professional,274.5
TX,professional,319.5
TX,institutional,400.0
TX,institutional,400.0
TX,institutional,400.0
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,220.55
TX,professional,517.18
TX,professional,682.43
TX,professional,962.42
TX,professional,1377.75
TX,professional,1424.3
TX,professional,169.5
TX,professional,231.8
TX,professional,269.8
TX,professional,122.68
TX,professional,220.55
TX,professional,274.81
TX,professional,682.43
TX,professional,838.51
TX,professional,962.42
TX,professional,1172.68
TX,professional,1377.75
TX,professional,1424.3
TX,professional,169.5
TX,professional,517.18
TX,professional,274.81
TX,professional,838.51
TX,professional,231.8
TX,professional,269.8
TX,professional,319.5
TX,professional,169.5
TX,professional,517.18
TX,professional,122.68
TX,professional,274.81
TX,professional,838.51
TX,professional,1172.68
TX,professional,169.5
TX,professional,517.18
TX,professional,180.45
TX,professional,274.81
TX,professional,554.05
TX,professional,768.57
TX,professional,984.53
TX,professional,1576.39
TX,professional,0.0
TX,professional,274.5
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,838.51
TX,professional,1160.9
TX,professional,169.5
TX,professional,517.18
TX,professional,158.61
TX,professional,355.31
TX,professional,1084.13
TX,professional,1516.19
TX,professional,169.5
TX,professional,517.18
TX,professional,262.44
TX,professional,800.75
TX,professional,1119.87
TX,professional,2570.63
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,0.0
TX,professional,517.18
TX,professional,371.63
TX,professional,1133.9
TX,professional,1585.8
TX,professional,274.81
TX,professional,838.51
TX,professional,1172.68
TX,professional,169.5
TX,professional,517.18
TX,professional,253.63
TX,professional,784.79
TX,professional,1106.78
TX,professional,1584.41
TX,professional,1637.95
TX,professional,274.81
TX,professional,274.81
TX,professional,838.51
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,institutional,0.0
TX,professional,1160.9
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,1160.9
TX,professional,0.0
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,107.58
TX,professional,274.5
TX,professional,838.51
TX,professional,1028.4
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,231.8
TX,professional,269.8
TX,professional,274.81
TX,professional,1160.9
TX,professional,274.81
TX,professional,838.51
TX,professional,1172.68
TX,professional,2691.84
TX,professional,169.5
TX,professional,517.18
TX,professional,274.81
TX,professional,838.51
TX,professional,1172.68
TX,professional,2691.84
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,838.51
TX,professional,1160.9
TX,professional,274.81
TX,professional,838.51
TX,professional,1172.68
TX,professional,2691.84
TX,professional,0.0
TX,professional,158.61
TX,professional,355.31
TX,professional,1084.13
TX,professional,1516.19
AR,professional,0.0
AR,institutional,0.0
AR,professional,155.85
TX,professional,169.5
TX,professional,274.5
TX,professional,296.76
TX,professional,319.5
TX,professional,319.5
OR,professional,349.13
TX,professional,517.18
OR,professional,1065.25
KS,professional,1253.53
GA,professional,1489.79
OR,professional,3419.75
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,323.3
TX,professional,376.3
TX,professional,376.3
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,274.81
TX,professional,838.51
TX,professional,1172.68
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TN,institutional,1357.0
TN,institutional,72423.0
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,160.87
TX,professional,360.38
TX,professional,1099.58
TX,professional,1537.79
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,274.81
IL,professional,326.95
TX,professional,517.18
TX,professional,838.51
TX,professional,1119.13
TX,professional,1172.68
TX,professional,1472.59
TX,professional,2089.08
TX,professional,349.13
TX,professional,1065.25
TX,professional,169.5
TX,professional,517.18
TX,professional,2691.84
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,274.81
TX,professional,838.51
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,355.31
TX,professional,1084.13
TX,professional,169.5
TX,professional,231.8
TX,professional,169.5
TX,professional,517.18
TX,professional,360.38
TX,professional,1099.58
TX,professional,360.38
TX,professional,1099.58
TX,professional,1537.79
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,institutional,0.0
TX,institutional,592.0
TX,institutional,592.0
TX,institutional,1232.0
TX,institutional,5079.65
TX,institutional,10042.29
TX,institutional,12712.66
TX,institutional,13121.4
TX,institutional,84903.34
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,2199.34
TX,professional,3075.85
TX,professional,169.5
TX,professional,517.18
TX,professional,274.81
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,117.15
TX,professional,262.44
TX,professional,838.51
TX,professional,1119.87
TX,professional,1160.9
TX,professional,1833.8
TX,professional,838.51
TX,professional,1160.9
TX,professional,274.81
TX,professional,838.51
TX,professional,1172.68
TX,professional,2691.84
TX,institutional,0.0
TX,professional,838.51
TX,professional,1160.9
TX,professional,274.81
TX,professional,838.51
TX,professional,1172.68
TX,professional,274.81
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,838.51
TX,professional,1160.9
TX,professional,2691.84
TX,professional,231.8
TX,professional,269.8
TX,professional,253.63
TX,professional,274.5
TX,professional,784.79
TX,professional,838.51
TX,professional,1106.78
TX,professional,1172.68
TX,professional,1584.41
TX,professional,1637.95
TX,professional,2691.84
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,1160.9
TX,professional,169.5
TX,professional,517.18
TX,institutional,55.0
TX,institutional,55.0
TX,institutional,55.0
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,253.63
TX,professional,517.18
TX,professional,784.79
TX,professional,1106.78
TX,professional,1584.41
TX,professional,1637.95
TX,professional,169.5
TX,professional,517.18
TX,professional,274.81
TX,professional,838.51
TX,professional,274.81
TX,professional,838.51
TX,professional,1172.68
TX,professional,2691.84
TX,professional,169.5
TX,professional,517.18
TX,professional,0.0
TX,institutional,0.0
TX,professional,231.8
TX,professional,269.8
TX,institutional,2692.85
TX,institutional,26009.19
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,274.81
TX,professional,517.18
TX,professional,838.51
TX,professional,1172.68
TX,professional,326.95
TX,professional,1119.13
TX,professional,1472.59
TX,professional,2089.08
TX,professional,169.5
AZ,professional,292.8
AZ,professional,340.8
AZ,professional,340.8
TX,professional,1323.08
TX,professional,1783.0
TX,professional,1850.37
TX,professional,2139.14
TX,professional,169.5
TX,professional,517.18
TX,professional,274.81
TX,professional,838.51
TX,professional,1172.68
TX,professional,2691.84
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,355.31
TX,professional,1084.13
TX,professional,1266.71
TX,professional,274.81
TX,professional,1172.68
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,274.81
TX,professional,838.51
TX,professional,1172.68
TX,professional,2691.84
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,274.81
TX,professional,838.51
TX,professional,274.81
TX,professional,838.51
TX,professional,1172.68
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,274.81
TX,professional,517.18
TX,professional,838.51
TX,professional,1172.68
TX,professional,1345.39
TX,professional,1881.57
TX,professional,2691.84
TX,professional,4319.07
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,231.8
TX,professional,274.5
TX,professional,302.02
TX,professional,921.51
TX,professional,1266.71
TX,professional,1345.42
TX,professional,1537.79
TX,professional,1881.33
TX,professional,2847.09
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
OK,professional,274.81
TX,professional,517.18
OK,professional,838.51
OK,professional,1172.68
OK,professional,2691.84
TX,professional,169.5
TX,professional,517.18
TX,professional,346.88
TX,professional,274.81
TX,professional,838.51
TX,professional,1172.68
TX,professional,169.5
TX,professional,517.18
TX,professional,100.0
TX,professional,100.0
TX,professional,100.0
TX,professional,169.5
TX,professional,274.5
TX,professional,319.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,274.81
TX,professional,262.44
TX,professional,800.75
TX,professional,1119.87
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,274.81
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,712.73
TX,professional,349.13
TX,professional,1065.25
TX,institutional,100.0
TX,professional,100.0
TX,institutional,100.0
TX,professional,100.0
TX,institutional,100.0
TX,professional,100.0
TX,professional,169.5
TX,professional,517.18
TX,professional,2061.85
TX,professional,2883.56
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,220.55
TX,professional,517.18
TX,professional,682.43
TX,professional,962.42
TX,professional,1377.75
TX,professional,1424.3
TX,professional,122.68
TX,professional,169.5
TX,professional,274.81
TX,professional,517.18
TX,professional,838.51
TX,professional,1172.68
TX,professional,169.5
TX,professional,517.18
TX,professional,154.85
TX,professional,323.3
TX,professional,346.88
TX,professional,1058.39
TX,professional,1480.19
TX,professional,1172.68
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,274.81
TX,professional,231.8
TX,professional,169.5
TX,professional,517.18
TX,professional,262.44
TX,professional,800.75
TX,professional,1119.87
TX,professional,169.5
TX,professional,180.45
TX,professional,517.18
TX,professional,554.05
TX,professional,768.57
TX,professional,984.53
TX,professional,1576.39
TX,professional,169.5
TX,professional,517.18
TX,professional,360.38
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,122.68
TX,professional,220.55
TX,professional,682.43
TX,professional,962.42
TX,professional,1377.75
TX,professional,1424.3
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,0.0
TX,professional,169.5
TX,professional,517.18
TX,professional,213.5
TX,professional,231.8
TX,professional,269.8
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,154.85
TX,professional,169.5
TX,professional,274.5
TX,professional,517.18
TX,professional,1480.19
TX,institutional,0.0
TX,professional,241.0
TX,professional,286.7
TX,professional,333.7
TX,professional,735.34
TX,professional,1028.4
TX,professional,1121.36
TX,professional,2360.64
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,274.5
TX,professional,905.46
TX,professional,1266.32
TX,professional,2906.79
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,274.81
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,institutional,80.0
TX,institutional,80.0
TX,institutional,80.0
TX,institutional,80.0
TX,institutional,80.0
TX,institutional,80.0
TX,institutional,80.0
TX,institutional,80.0
TX,professional,231.8
TX,institutional,11000.0
TX,professional,274.81
TX,professional,838.51
TX,professional,1172.68
TX,professional,2691.84
TX,professional,274.81
TX,professional,838.51
TX,professional,1172.68
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,274.81
TX,professional,838.51
TX,professional,1160.9
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,675.75
TX,professional,2061.85
TX,professional,2883.56
TX,professional,169.5
TX,professional,517.18
TX,professional,274.5
TX,professional,838.51
TX,professional,1172.68
TX,professional,2691.84
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,274.5
TX,professional,319.5
TX,professional,319.5
TX,professional,274.5
TX,professional,319.5
TX,professional,319.5
TX,professional,169.5
TX,professional,517.18
OR,professional,169.5
OR,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,180.45
TX,professional,349.13
TX,professional,554.05
TX,professional,768.57
TX,professional,984.53
TX,professional,1065.25
TX,professional,1489.79
TX,professional,1576.39
TX,professional,3419.75
TX,professional,302.02
TX,professional,921.51
TX,professional,274.81
TX,professional,838.51
TX,professional,169.5
TX,professional,517.18
TX,professional,274.5
TX,professional,838.51
TX,professional,1172.68
TX,professional,2691.84
FL,professional,376.59
FL,professional,1102.22
FL,professional,1524.91
FL,professional,1916.31
FL,professional,2164.32
TX,institutional,0.0
TX,professional,349.13
TX,professional,1065.25
TX,professional,1253.53
TX,professional,0.0
TX,professional,1266.32
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,institutional,80.0
TX,institutional,80.0
TX,institutional,80.0
TX,professional,517.18
TX,professional,169.5
TX,professional,411.98
TX,professional,517.18
TX,professional,1255.02
TX,professional,1755.32
TX,professional,2395.83
TX,professional,4651.64
TX,professional,90.0
TX,institutional,90.0
TX,professional,90.0
TX,institutional,90.0
TX,professional,90.0
TX,institutional,90.0
TX,professional,90.0
TX,institutional,90.0
TX,professional,169.5
TX,professional,517.18
TX,professional,414.8
TX,professional,482.8
TX,professional,169.5
TX,professional,517.18
TX,professional,0.0
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,122.68
TX,professional,274.81
TX,professional,838.51
TX,professional,1172.68
TX,professional,333.38
TX,professional,1017.19
TX,professional,1422.58
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,institutional,0.0
TX,professional,1084.13
TX,professional,1266.71
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,360.38
TX,professional,1099.58
TX,professional,1537.79
TX,professional,3529.95
TX,professional,169.5
TX,professional,517.18
TX,professional,274.5
TX,professional,274.81
TX,professional,838.51
TX,professional,1172.68
TX,professional,2691.84
TX,professional,169.5
TX,professional,517.18
TX,professional,274.5
TX,professional,319.5
TX,professional,319.5
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,institutional,0.0
TX,professional,349.13
TX,professional,1065.25
TX,professional,1253.53
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,231.8
TX,professional,1119.87
TX,professional,274.81
TX,professional,838.51
TX,professional,1172.68
TX,professional,274.81
TX,professional,253.63
TX,professional,274.81
TX,professional,784.79
TX,professional,1106.78
TX,professional,1584.41
TX,professional,1637.95
TX,professional,274.81
TX,professional,838.51
TX,professional,1172.68
TX,professional,2691.84
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,262.44
TX,professional,800.75
TX,professional,1160.9
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,333.38
TX,professional,1017.19
TX,professional,1422.58
TX,professional,169.5
TX,professional,517.18
TX,professional,274.81
TX,professional,838.51
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,457.5
TX,professional,532.5
TX,professional,532.5
TX,institutional,80.0
TX,institutional,80.0
TX,institutional,80.0
TX,institutional,80.0
TX,institutional,1866.0
TX,institutional,11000.0
TX,institutional,14771.0
TX,institutional,33684.46
TX,institutional,34171.08
TX,institutional,53763.29
TX,institutional,135272.54
TX,institutional,184792.03
TX,professional,169.5
TX,professional,517.18
TX,institutional,80.0
TX,institutional,80.0
TX,institutional,80.0
TX,institutional,80.0
TX,institutional,80.0
TX,institutional,80.0
TX,institutional,80.0
TX,institutional,80.0
TX,institutional,80.0
TX,institutional,11000.0
TX,professional,0.0
TX,professional,231.8
TX,professional,921.51
TX,professional,1288.76
TX,professional,517.18
TX,professional,274.81
TX,professional,838.51
TX,professional,1172.68
TX,professional,2691.84
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,253.63
TX,professional,517.18
TX,professional,784.79
TX,professional,1106.78
TX,professional,1584.41
TX,professional,1637.95
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,274.81
TX,professional,838.51
TX,professional,1172.68
TX,professional,2691.84
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,274.81
TX,professional,838.51
TX,professional,1172.68
TX,professional,2691.84
TX,professional,1119.87
TX,professional,346.88
TX,professional,1058.39
TX,professional,154.85
TX,professional,274.5
TX,professional,1058.39
TX,professional,1480.19
TX,professional,169.5
TX,professional,517.18
TX,professional,274.81
TX,professional,838.51
TX,professional,169.5
TX,professional,517.18
TX,professional,204.85
TX,professional,625.04
TX,professional,169.5
TX,professional,517.18
TX,professional,262.44
TX,professional,800.75
TX,professional,1119.87
TX,professional,2570.63
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,220.55
TX,professional,517.18
TX,professional,682.43
TX,professional,962.42
TX,professional,1377.75
TX,professional,1424.3
TX,professional,169.5
TX,professional,517.18
TX,professional,0.0
TX,institutional,0.0
TX,institutional,4243.28
TX,institutional,38097.97
TX,professional,169.5
TX,professional,517.18
TX,professional,274.5
TX,professional,838.51
TX,professional,1172.68
TX,professional,2691.84
TX,professional,262.44
TX,professional,517.18
TX,professional,1119.87
TX,professional,2570.63
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TX,professional,274.81
TX,professional,169.5
TX,professional,517.18
TX,professional,169.5
TX,professional,517.18
TN,institutional,1356.0
TN,institutional,14598.0
TN,institutional,26099.14
TN,institutional,26476.18
TN,institutional,41656.48
